,id,Genre_1,Genre_2,Genre_3
713,tt0184276,Fantasy, Family, Comedy
714,tt0208261,Documentary, Biography, Sport
715,tt0119545,Family,None,None
716,tt0166247,Adventure, Crime, Drama
717,tt0165306,Comedy, Family, Sport
718,tt0141843,Animation, Sci-Fi,None
719,tt0149343,Adventure, Comedy, Family
720,tt0128083,Comedy, Family, Fantasy
721,tt0145404,Comedy, Drama, Sport
722,tt0175323,Action, Adventure, Fantasy
723,tt0129360,Comedy, Family, Fantasy
724,tt0144315,Comedy, Sci-Fi,None
725,tt0120900,Comedy,None,None
726,tt0174658,Action, Adventure, Horror
727,tt0174683,Biography, Drama,None
728,tt0127969,Drama,None,None
729,tt0162301,Adventure, Family, Fantasy
730,tt1851873,Animation, Musical,None
731,tt0301062,Drama, Family, History
732,tt0119621,Documentary, Biography,None
733,tt3317652,Comedy,None,None
734,tt0178873,Documentary,None,None
735,tt0177789,Adventure, Comedy, Sci-Fi
736,tt0120915,Action, Adventure, Fantasy
737,tt0120855,Animation, Adventure, Comedy
738,tt0120363,Animation, Adventure, Comedy
739,tt0129167,Animation, Action, Adventure
740,tt0164912,Adventure, Comedy, Family
741,tt0132477,Biography, Drama, Family
742,tt0166896,Biography, Drama,None
743,tt0163187,Comedy, Romance,None
744,tt0182789,Drama, Romance, Sci-Fi
745,tt0141369,Action, Adventure, Comedy
746,tt0118665,Comedy, Crime, Family
747,tt0188640,Action, Adventure, Drama
748,tt0159421,Adventure, Comedy, Family
749,tt0158811,Adventure, Comedy, Family
750,tt0120910,Animation, Family, Fantasy
751,tt0210234,Animation, Action, Adventure
752,tt0120764,Comedy, Family, Sci-Fi
753,tt0206013,Animation, Comedy, Family
754,tt0120857,Comedy, Drama, War
755,tt0166943,Drama, Music,None
756,tt0160236,Comedy, Family, Romance
757,tt0186508,Documentary, Music,None
758,tt0191043,Drama, Family,None
759,tt0155388,Drama, Romance,None
760,tt0160429,Animation, Family, Fantasy
761,tt0130172,Comedy, Sci-Fi,None
762,tt0208298,Animation, Biography, Drama
763,tt0235060,Drama, Romance,None
764,tt0165196,Biography, Drama,None
765,tt0187819,Animation, Adventure, Comedy
766,tt0209189,Drama,None,None
767,tt0120381,Adventure, Drama, Family
768,tt0228968,Adventure, Family,None
769,tt0165396,Comedy, Family, Fantasy
770,tt0169347,Comedy, Drama,None
771,tt0188506,Animation, Adventure, Family
772,tt0175159,Drama, Family, Thriller
773,tt0166601,Drama, Family, Fantasy
774,tt0155754,Drama, Family, War
775,tt0160216,Family, Drama,None
776,tt0165994,Adventure, Comedy, Crime
777,tt0171311,Drama, Family,None
778,tt0263854,Drama,None,None
779,tt1623780,Animation, Drama, Family
780,tt0134969,Comedy, Family, Sport
781,tt0201840,Comedy, Sport,None
782,tt0267455,Family, Fantasy, Western
783,tt0202586,Adventure, Family, Fantasy
784,tt0196516,Comedy, Drama, Family
785,tt0171049,Action, Adventure, Drama
786,tt0256150,Comedy, Drama, Family
787,tt0168563,Comedy, Drama, Family
788,tt0210786,Crime, Family,None
789,tt0173052,Comedy, Family, Fantasy
790,tt0192792,Family, Fantasy,None
791,tt0173910,Adventure, Drama, Family
792,tt0196596,Adventure, Drama,None
793,tt0190255,Drama,None,None
794,tt0123376,Drama, Romance, Fantasy
795,tt0202287,Animation,None,None
796,tt0132160,Drama, Family, Sport
797,tt0166090,Family, Animation,None
798,tt0179496,Documentary,None,None
799,tt0157655,Comedy, Romance,None
800,tt0195994,Adventure, Family, Fantasy
801,tt0143096,Comedy,None,None
802,tt0151281,Comedy, Drama,None
803,tt0184018,Comedy, Drama, Family
804,tt0175555,Comedy, Fantasy, Romance
805,tt0148031,Action, Adventure,None
806,tt0192669,Action, Sci-Fi,None
807,tt0235546,Adventure, Comedy, Family
808,tt0144249,Comedy, Family, Fantasy
809,tt0146879,Drama,None,None
810,tt0152946,Adventure, Fantasy,None
811,tt0198871,Comedy, Family,None
812,tt0166986,Family, Fantasy,None
813,tt0213159,Animation, Family,None
814,tt0216569,Comedy, Romance,None
815,tt0229557,Animation, Adventure, Comedy
816,tt0151778,Comedy, Family, Fantasy
817,tt0165128,Comedy, Romance,None
818,tt0159233,Drama,None,None
819,tt0228685,Drama, Fantasy, Romance
820,tt0160278,Action, Comedy, Family
821,tt0234793,Drama,None,None
822,tt0181735,Adventure, Family,None
823,tt0208159,Drama,None,None
824,tt0159377,Adventure,None,None
825,tt0223992,Animation, Biography, Drama
826,tt0204644,Comedy, Romance, Family
827,tt0321279,Documentary,None,None
828,tt0202223,Drama,None,None
829,tt0210696,Documentary,None,None
830,tt3620540,Documentary,None,None
831,tt0420153,Documentary,None,None
832,tt0120630,Animation, Adventure, Comedy
833,tt0170016,Comedy, Family, Fantasy
834,tt0210945,Biography, Drama, Sport
835,tt0118694,Drama, Romance,None
836,tt0120917,Animation, Adventure, Comedy
837,tt0158622,Comedy, Family, Romance
838,tt0184907,Adventure, Comedy, Family
839,tt0120913,Animation, Action, Adventure
840,tt0138749,Animation, Adventure, Comedy
841,tt0130623,Animation, Adventure, Drama
842,tt0183523,Adventure, Sci-Fi, Thriller
843,tt0122459,Comedy, Drama, Romance
844,tt0192255,Adventure, Comedy, Family
845,tt0219854,Comedy, Family, Fantasy
846,tt0205461,Adventure, Comedy, Drama
847,tt0211181,Adventure, Comedy, Family
848,tt0131704,Adventure, Comedy, Family
849,tt0200720,Romance, Drama,None
850,tt0264578,Documentary, History,None
851,tt0156812,Comedy, Drama, Family
852,tt0196216,Comedy, Crime,None
853,tt0139388,Comedy, Romance,None
854,tt0270560,Comedy, Crime, Family
855,tt0235679,Animation, Action, Adventure
856,tt0168856,Animation, Adventure, Comedy
857,tt0213203,Animation, Adventure, Comedy
858,tt0220099,Animation, Adventure, Comedy
859,tt0259974,Animation, Action, Adventure
860,tt0196106,Comedy, Family, Sport
861,tt0182295,Romance, Comedy, Musical
862,tt0248912,Documentary, History, War
863,tt0210943,Comedy,None,None
864,tt0113026,Musical, Romance,None
865,tt0221431,Drama, Family,None
866,tt0238247,Drama,None,None
867,tt0144608,Animation, Action, Adventure
868,tt0172464,Adventure, Family, Comedy
869,tt0285993,Drama, Musical, Romance
870,tt0207161,Comedy, Family, Romance
871,tt0303243,Comedy, Drama, Romance
872,tt0284067,Documentary, Music,None
873,tt0219214,Animation, Family, Musical
874,tt0244437,Comedy, Family,None
875,tt0163080,Animation, Family, Musical
876,tt0234570,Comedy, Drama, Family
877,tt0209279,Adventure, Family,None
878,tt0198460,Drama, Family, Sci-Fi
879,tt0195308,Action, Sci-Fi, Thriller
880,tt0228720,Comedy,None,None
881,tt0263971,Animation, Family, Fantasy
882,tt0207333,Family, Horror,None
883,tt0190398,Family,None,None
884,tt0293854,Animation, Adventure, Family
885,tt0215679,Comedy, Romance,None
886,tt0185007,Adventure, Family,None
887,tt0217788,Comedy,None,None
888,tt0331997,Adventure, Comedy, Family
889,tt0176883,Adventure, Comedy, Family
890,tt0213446,Drama,None,None
891,tt0238588,Drama, History, Romance
892,tt0260775,Documentary, Music,None
893,tt0235547,Comedy,None,None
894,tt0235953,Family, Comedy, Drama
895,tt0210357,Drama, Family,None
896,tt5493684,Animation,None,None
897,tt0123055,Comedy, Family,None
898,tt0250944,Comedy, Family, Fantasy
899,tt0166192,Comedy, Family, Mystery
900,tt0248180,Family,None,None
901,tt1020940,Drama,None,None
902,tt0243927,Comedy, Family, Romance
903,tt0214548,Comedy, Adventure,None
904,tt0259343,Comedy, Family,None
905,tt0138583,Comedy, Romance,None
906,tt0246411,Comedy, Romance,None
907,tt0194852,Drama,None,None
908,tt0777810,Drama, Fantasy, Horror
909,tt0441901,Documentary,None,None
910,tt0410436,Documentary, History,None
911,tt1866090,Documentary,None,None
912,tt0234305,Documentary,None,None
913,tt0257034,Documentary,None,None
914,tt0241527,Adventure, Family, Fantasy
915,tt0245429,Animation, Adventure, Family
916,tt0126029,Animation, Adventure, Comedy
917,tt0198781,Animation, Adventure, Comedy
918,tt0247638,Comedy, Family, Romance
919,tt0227538,Action, Adventure, Comedy
920,tt0230011,Animation, Action, Adventure
921,tt0286112,Action, Comedy, Fantasy
922,tt0236348,Comedy, Music,None
923,tt0181739,Animation, Action, Adventure
924,tt0240515,Comedy,None,None
925,tt0268995,Drama, Romance,None
926,tt0169102,Drama, Musical, Sport
927,tt0239395,Action, Adventure, Comedy
928,tt0268397,Animation, Action, Adventure
929,tt0291350,Animation, Drama, Fantasy
930,tt0273799,Comedy, Crime, Family
931,tt0231402,Action, Adventure, Comedy
932,tt0277800,Adventure, Family, Fantasy
933,tt0240462,Comedy, Family, Fantasy
934,tt0265632,Animation, Adventure, Comedy
935,tt0250720,Action, Comedy, Crime
936,tt0246772,Comedy, Romance, Drama
937,tt0250371,Adventure, Biography, Drama
938,tt0287635,Animation, Action, Adventure
939,tt0279889,Comedy, Drama,None
940,tt0259929,Animation, Family, Fantasy
941,tt0296845,Comedy, Drama, Family
942,tt0285685,Comedy, Family, Sport
943,tt0282768,Comedy, Drama, Romance
944,tt0206113,Drama, Sport,None
945,tt0246002,Comedy, Drama,None
946,tt0233841,Drama, Romance,None
947,tt0279286,Comedy, Family, Romance
948,tt0307109,Comedy, Horror, Sci-Fi
949,tt0279231,Comedy, Family, Fantasy
950,tt0301727,Documentary,None,None
951,tt0206367,Animation, Drama, Family
952,tt0245891,Action, Adventure, Comedy
953,tt0221074,Comedy, Family, Romance
954,tt0207585,Comedy, Drama, Family
955,tt0212910,Comedy, Drama, Fantasy
956,tt0160905,Comedy, Family,None
957,tt0302819,Comedy, Family,None
958,tt0167360,Drama, Family,None
959,tt0239570,Comedy, Drama, Romance
960,tt0293849,Animation, Family, Adventure
961,tt0292996,Comedy, Family, Fantasy
962,tt0276198,Family,None,None
963,tt0256341,Action, Comedy, Drama
964,tt0252225,Comedy, Drama, Mystery
965,tt0181912,Drama,None,None
966,tt0268040,Comedy,None,None
967,tt0256259,Comedy, Drama,None
968,tt0291959,Animation, Action, Adventure
969,tt0287934,Comedy, Drama,None
970,tt0273300,Comedy, Drama, Romance
971,tt0268358,Family, Adventure,None
972,tt0298359,Family,None,None
973,tt0282771,Biography, Comedy, Drama
974,tt0222705,Drama,None,None
975,tt0163246,Romance, Family, Comedy
976,tt0278412,Drama,None,None
977,tt0290823,Comedy, Drama,None
978,tt0296074,Animation, Adventure, Biography
979,tt0292172,Drama, Family,None
980,tt0214723,Comedy, Romance,None
981,tt0321672,Documentary,None,None
982,tt0303991,Documentary, Family,None
983,tt0291117,Drama, Comedy, Romance
984,tt6165022,Documentary,None,None
985,tt10924988,Adventure, Comedy,None
986,tt7738908,Musical,None,None
987,tt0295297,Adventure, Family, Fantasy
988,tt0281358,Drama, Romance,None
989,tt0121765,Action, Adventure, Fantasy
990,tt0267913,Adventure, Comedy, Family
991,tt0268380,Animation, Adventure, Comedy
992,tt0133240,Animation, Adventure, Family
993,tt0259446,Comedy, Drama, Romance
994,tt0275847,Animation, Adventure, Comedy
995,tt0265298,Adventure, Comedy, Family
996,tt0287717,Action, Adventure, Comedy
997,tt0347618,Animation, Adventure, Comedy
998,tt0166813,Animation, Adventure, Drama
999,tt0250223,Adventure, Comedy, Family
1000,tt0295427,Adventure, Comedy, Family
1001,tt0265662,Drama, Family, Sport
1002,tt0304669,Comedy, Family, Fantasy
1003,tt0308506,Comedy, Family, Fantasy
1004,tt0281373,Adventure, Comedy, Family
1005,tt0283084,Drama, Family, Fantasy
1006,tt0309912,Adventure, Drama, Romance
1007,tt0278500,Comedy, Drama, Romance
1008,tt0252444,Adventure, Biography, Drama
1009,tt0295725,Drama, Fantasy, Sci-Fi
1010,tt0243585,Adventure, Comedy, Family
1011,tt0276033,Comedy, Family, Music
1012,tt0157472,Action, Adventure, Comedy
1013,tt0280030,Animation, Adventure, Family
1014,tt0283054,Comedy, Family, Sci-Fi
1015,tt0298856,Drama,None,None
1016,tt0293832,Comedy, Family, Fantasy
1017,tt0282120,Animation, Adventure, Comedy
1018,tt0316882,Action, Adventure, Fantasy
1019,tt0324572,Animation, Comedy, Drama
1020,tt0289408,Animation, Action, Adventure
1021,tt0145937,Documentary, Music,None
1022,tt0314166,Animation, Adventure, Comedy
1023,tt0255477,Comedy, Family, Fantasy
1024,tt0298388,Animation, Adventure, Comedy
1025,tt0305396,Action, Adventure, Comedy
1026,tt0334405,Documentary, Comedy, Thriller
1027,tt0271582,Drama,None,None
1028,tt0330136,Comedy, Drama, Romance
1029,tt0146063,Animation, Adventure, Family
1030,tt0306069,Comedy, Drama, Romance
1031,tt0335126,Comedy, Family,None
1032,tt0347791,Animation, Action, Adventure
1033,tt0314725,Documentary, Music,None
1034,tt0286162,Drama,None,None
1035,tt0367960,Action, Adventure, Family
1036,tt0312841,Drama,None,None
1037,tt0368564,Adventure, Drama, Family
1038,tt0248169,Comedy,None,None
1039,tt0307639,Drama, Family,None
1040,tt0260695,Drama, Family, Sport
1041,tt0329485,Adventure, Comedy, Drama
1042,tt0288263,Family,None,None
1043,tt0283999,Action, Adventure, Drama
1044,tt0286915,Comedy,None,None
1045,tt0327408,Adventure, Animation,None
1046,tt0282613,Action, Drama,None
1047,tt0283991,Comedy, Drama, Family
1048,tt0319470,Drama,None,None
1049,tt0240340,Drama,None,None
1050,tt0279721,Biography, Drama,None
1051,tt0251901,Family,None,None
1052,tt0298578,Drama,None,None
1053,tt0332639,Drama, Music,None
1054,tt0307681,Drama, Comedy,None
1055,tt1074636,Documentary,None,None
1056,tt0234940,Comedy, Romance,None
1057,tt0311320,Documentary, Biography, War
1058,tt0396743,Documentary,None,None
1059,tt0304857,Comedy, War, Drama
1060,tt0303281,Documentary, War,None
1061,tt0332831,Drama, Romance,None
1062,tt0297445,Documentary, Sport,None
1063,tt0311614,Drama,None,None
1064,tt0316013,Documentary, Biography,None
1065,tt0337632,History,None,None
1066,tt0369086,Documentary,None,None
1067,tt0298694,Drama, Family,None
1068,tt0315355,Drama, Family,None
1069,tt0251163,Comedy, Drama, Family
1070,tt0352561,Drama,None,None
1071,tt0349809,Documentary, Music,None
1072,tt0348857,Drama,None,None
1073,tt0349302,Action, Comedy,None
1074,tt0316201,Documentary, Biography,None
1075,tt0355692,Adventure, Animation, Family
1076,tt0351506,Comedy, Crime,None
1077,tt0266543,Animation, Adventure, Comedy
1078,tt0319343,Adventure, Comedy, Family
1079,tt0349205,Comedy, Family,None
1080,tt0311289,Adventure, Comedy, Drama
1081,tt0327137,Comedy, Drama, Family
1082,tt0338459,Action, Adventure, Comedy
1083,tt0316396,Adventure, Family, Fantasy
1084,tt0328880,Animation, Adventure, Comedy
1085,tt0322330,Comedy, Family, Fantasy
1086,tt0312528,Adventure, Comedy, Family
1087,tt0317303,Comedy, Family,None
1088,tt0274166,Action, Adventure, Comedy
1089,tt0316465,Biography, Drama, Sport
1090,tt0286788,Comedy, Drama, Family
1091,tt0338094,Comedy, Family, Fantasy
1092,tt0313911,Action, Adventure, Comedy
1093,tt0318155,Animation, Adventure, Comedy
1094,tt0165982,Animation, Adventure, Comedy
1095,tt0306841,Adventure, Comedy, Family
1096,tt0257568,Action, Adventure, Comedy
1097,tt0337721,Drama,None,None
1098,tt0283426,Animation, Adventure, Comedy
1099,tt0337711,Animation, Adventure, Comedy
1100,tt0339034,Comedy, Musical, Romance
1101,tt0326900,Comedy, Drama, Family
1102,tt0366526,Action, Adventure, Fantasy
1103,tt0323572,Comedy, Romance,None
1104,tt0327919,Adventure, Drama,None
1105,tt0192788,Drama, Family,None
1106,tt0323642,Animation, Adventure, Comedy
1107,tt0297144,Documentary, Family,None
1108,tt0365043,Adventure, Comedy, Family
1109,tt0366920,Comedy, Romance,None
1110,tt0367088,Adventure, Comedy, Family
1111,tt0323872,Comedy, Drama,None
1112,tt0309372,Comedy, Family,None
1113,tt0424565,Documentary,None,None
1114,tt0308443,Adventure, Comedy, Family
1115,tt0350022,Comedy, Family, Fantasy
1116,tt0285292,Family, Fantasy,None
1117,tt0318850,Adventure, Drama, Family
1118,tt0332318,Animation, Family, Fantasy
1119,tt0373861,Documentary, Drama, Family
1120,tt0349159,Adventure,None,None
1121,tt0327210,Comedy, Drama, Family
1122,tt0365109,Documentary,None,None
1123,tt0341540,Comedy, Crime, Family
1124,tt0338552,Comedy, Drama, Family
1125,tt0376990,Family,None,None
1126,tt0379296,Documentary,None,None
1127,tt0308508,Documentary, Sport,None
1128,tt0293452,Comedy, Romance,None
1129,tt0300069,Comedy, Drama, Family
1130,tt0377066,Family,None,None
1131,tt0334725,Comedy, Drama, Family
1132,tt0390159,Animation, Family,None
1133,tt0388395,Comedy, Drama, Music
1134,tt0337728,Comedy, Romance,None
1135,tt0399660,Documentary,None,None
1136,tt0354763,Documentary,None,None
1137,tt0380724,Adventure, Animation, Fantasy
1138,tt0384282,Adventure,None,None
1139,tt0284426,Drama, Family, Romance
1140,tt0379713,Documentary, Action, Adventure
1141,tt0381979,Drama,None,None
1142,tt0323498,Documentary, Sport,None
1143,tt6169360,Documentary,None,None
1144,tt0237152,Comedy, Drama, History
1145,tt0329232,Drama,None,None
1146,tt0398403,Action,None,None
1147,tt0395707,Mystery, Thriller,None
1148,tt3663520,Documentary,None,None
1149,tt1545517,Documentary,None,None
1150,tt0304141,Adventure, Family, Fantasy
1151,tt0347149,Animation, Adventure, Family
1152,tt0317705,Animation, Action, Adventure
1153,tt0374900,Comedy,None,None
1154,tt0368891,Action, Adventure, Mystery
1155,tt0298148,Animation, Adventure, Comedy
1156,tt0338348,Animation, Adventure, Comedy
1157,tt0339291,Adventure, Comedy, Family
1158,tt0327679,Comedy, Family, Fantasy
1159,tt0368933,Comedy, Family, Romance
1160,tt0307453,Animation, Adventure, Comedy
1161,tt0349825,Biography, Drama, History
1162,tt0356470,Comedy, Family, Romance
1163,tt0356634,Adventure, Comedy, Family
1164,tt0331632,Adventure, Comedy, Family
1165,tt0368975,Comedy, Family, Romance
1166,tt0345950,Animation, Adventure, Comedy
1167,tt0388419,Comedy, Family,None
1168,tt0327437,Action, Adventure, Comedy
1169,tt0308644,Biography, Drama, Family
1170,tt0337697,Comedy, Family, Romance
1171,tt0361620,Comedy, Drama, Romance
1172,tt0396592,Comedy, Family, Fantasy
1173,tt0361467,Comedy, Family, Music
1174,tt0299172,Animation, Adventure, Comedy
1175,tt0383534,Drama,None,None
1176,tt0167456,Action, Adventure, Comedy
1177,tt0306892,Action, Adventure, Comedy
1178,tt0390521,Documentary,None,None
1179,tt0346156,Action, Adventure, Mystery
1180,tt0363282,Comedy, Crime, Family
1181,tt0361696,Family, Music, Musical
1182,tt0379306,Drama, Comedy, Romance
1183,tt0337917,Action, Adventure, Comedy
1184,tt0270846,Comedy, Family, Sci-Fi
1185,tt0366777,Comedy, Crime, Drama
1186,tt0358349,Action, Adventure, Comedy
1187,tt0338512,Adventure, Drama, Family
1188,tt0350194,Animation, Adventure, Comedy
1189,tt0387925,Comedy, Drama, Family
1190,tt0403703,Animation, Action, Adventure
1191,tt0375104,Biography, Drama, Romance
1192,tt0374248,Adventure, Drama, Fantasy
1193,tt0356443,Drama, History, Romance
1194,tt0386649,Action, Adventure, Family
1195,tt0398872,Animation, Adventure, Comedy
1196,tt0410454,Romance, Drama,None
1197,tt0377038,Comedy, Drama,None
1198,tt0331509,Comedy, Family,None
1199,tt0395947,Animation, Fantasy,None
1200,tt0313300,Adventure, Drama,None
1201,tt0329030,Drama, Family, Fantasy
1202,tt0380615,Documentary, War,None
1203,tt0391104,Comedy, Romance,None
1204,tt1719665,Animation, Adventure, Family
1205,tt0380349,Action, Comedy, Crime
1206,tt0348155,Comedy, Drama, Romance
1207,tt0277895,Drama, Sport,None
1208,tt0345032,Drama,None,None
1209,tt0376784,Drama, Sport,None
1210,tt0430436,Romance, Drama,None
1211,tt0378407,Documentary,None,None
1212,tt0353774,Documentary, Sport,None
1213,tt0426155,Drama,None,None
1214,tt0396223,Comedy, Music,None
1215,tt0315273,Comedy, Drama, Family
1216,tt0365770,Comedy, Family, Sport
1217,tt0393616,Drama,None,None
1218,tt0384212,Drama,None,None
1219,tt0287457,Documentary,None,None
1220,tt0439430,History,None,None
1221,tt0346525,Adventure, Family, Comedy
1222,tt0286218,Biography, Drama, Family
1223,tt0403893,Documentary, Sport,None
1224,tt0435635,Animation, Family,None
1225,tt0388441,Drama, Family,None
1226,tt0377071,Comedy,None,None
1227,tt0417731,Drama, Sport,None
1228,tt0435691,Drama,None,None
1229,tt5626724,Animation,None,None
1230,tt0364079,Documentary, Comedy,None
1231,tt0406304,Family,None,None
1232,tt0381006,Documentary,None,None
1233,tt0329703,Action, Adventure, Comedy
1234,tt0360216,Documentary, Sport,None
1235,tt0395202,Documentary,None,None
1236,tt1844041,Drama, Thriller,None
1237,tt0288896,Drama,None,None
1238,tt0420758,Documentary,None,None
1239,tt0910747,Documentary,None,None
1240,tt0496028,Documentary,None,None
1241,tt0404435,Documentary,None,None
1242,tt0367594,Adventure, Comedy, Family
1243,tt0414387,Drama, Romance,None
1244,tt0363771,Adventure, Family, Fantasy
1245,tt0396752,Comedy, Family, Fantasy
1246,tt0351283,Animation, Adventure, Comedy
1247,tt0405325,Action, Comedy, Family
1248,tt0371724,Adventure, Comedy, Sci-Fi
1249,tt0358082,Animation, Adventure, Comedy
1250,tt0403508,Comedy, Drama, Romance
1251,tt0395699,Action, Comedy, Drama
1252,tt0424774,Action, Adventure, Comedy
1253,tt0406375,Action, Adventure, Comedy
1254,tt0121164,Animation, Drama, Family
1255,tt0452598,Adventure, Comedy, Family
1256,tt0371606,Animation, Adventure, Comedy
1257,tt0312004,Animation, Adventure, Comedy
1258,tt0443536,Animation, Adventure, Comedy
1259,tt0386140,Action, Adventure, Romance
1260,tt0443295,Comedy, Family, Romance
1261,tt0384642,Comedy, Family, Romance
1262,tt0433383,Biography, Drama, History
1263,tt0396652,Comedy, Drama, Family
1264,tt0400497,Adventure, Comedy, Family
1265,tt0362165,Comedy, Family, Fantasy
1266,tt0317132,Comedy, Drama, Family
1267,tt0368578,Adventure, Comedy, Family
1268,tt0412922,Comedy, Family, Romance
1269,tt0380389,Drama, Romance, Sport
1270,tt0388980,Biography, Drama, Sport
1271,tt0361089,Animation, Adventure, Comedy
1272,tt0418647,Drama, Family, Sport
1273,tt0376108,Comedy, Family, Sport
1274,tt0409011,Adventure, Comedy, Romance
1275,tt0407121,Animation, Adventure, Comedy
1276,tt0366780,Drama, Fantasy,None
1277,tt0380623,Comedy, Family, Romance
1278,tt0376105,Adventure, Comedy, Drama
1279,tt0428803,Documentary, Family,None
1280,tt0373908,Comedy, Family, Romance
1281,tt0216584,Comedy, Family,None
1282,tt0417415,Documentary, Family,None
1283,tt0431213,Adventure, Comedy, Drama
1284,tt0428038,Drama, Romance,None
1285,tt0361715,Adventure, Drama, Family
1286,tt0444736,Comedy, Family, Music
1287,tt0460505,Biography, Drama, Sport
1288,tt0354595,Drama, History, Sport
1289,tt0426550,Comedy, Family, Romance
1290,tt0435597,Adventure, Family, History
1291,tt0451038,Drama,None,None
1292,tt0398971,Comedy, Family,None
1293,tt0429153,Drama,None,None
1294,tt0409838,Drama, Family,None
1295,tt0830199,Animation, Comedy, Drama
1296,tt0437447,Drama,None,None
1297,tt0451069,Adventure, Drama, Family
1298,tt0432325,Drama, Family,None
1299,tt0453047,Comedy, Drama, Romance
1300,tt0243462,Adventure, Family, Fantasy
1301,tt0475994,Documentary,None,None
1302,tt0179803,Comedy,None,None
1303,tt0444669,Action, Drama, Family
1304,tt0479773,Drama, Romance,None
1305,tt0438205,Documentary, Family, Music
1306,tt0439707,Comedy,None,None
1307,tt0422708,Crime, Drama, Mystery
1308,tt0386423,Documentary, Action, Adventure
1309,tt2333658,Animation, Family, Music
1310,tt0294806,Adventure, Drama, Family
1311,tt0415607,Drama,None,None
1312,tt0377043,Drama,None,None
1313,tt0379708,Comedy, Family,None
1314,tt0405357,Comedy,None,None
1315,tt0424338,Comedy,None,None
1316,tt0436710,Animation, Family,None
1317,tt0447679,Drama, Family,None
1318,tt0479725,Drama, Romance,None
1319,tt5334126,Animation, Adventure, Family
1320,tt0298903,Animation, Comedy, Family
1321,tt0478404,Comedy, Romance,None
1322,tt0363269,Comedy, Romance,None
1323,tt0470102,Comedy,None,None
1324,tt0395796,Documentary,None,None
1325,tt0447016,Documentary,None,None
1326,tt0446559,Action, Adventure, Comedy
1327,tt0327498,Comedy, Family,None
1328,tt0393875,Romance, Comedy,None
1329,tt0476568,Comedy, Family, Romance
1330,tt0932802,Documentary, Sport,None
1331,tt0472115,Documentary,None,None
1332,tt0804476,Comedy, Family,None
1333,tt2162745,Documentary,None,None
1334,tt0780076,Comedy, Musical,None
1335,tt0462440,Comedy,None,None
1336,tt0399186,Comedy, Action,None
1337,tt0457482,Drama,None,None
1338,tt7667758,Documentary,None,None
1339,tt1420549,Documentary,None,None
1340,tt0317219,Animation, Adventure, Comedy
1341,tt0477347,Adventure, Comedy, Family
1342,tt0445990,Biography, Drama, Sport
1343,tt0449010,Action, Adventure, Family
1344,tt0457510,Comedy, Family, Sport
1345,tt0449089,Adventure, Comedy, Family
1346,tt0366548,Animation, Adventure, Comedy
1347,tt0424095,Animation, Action, Adventure
1348,tt0410297,Drama, Fantasy, Romance
1349,tt0383216,Adventure, Comedy, Crime
1350,tt0327084,Animation, Adventure, Comedy
1351,tt0479143,Action, Drama, Sport
1352,tt0397313,Adventure, Drama, Family
1353,tt0383060,Action, Adventure, Comedy
1354,tt0385880,Animation, Comedy, Family
1355,tt0438097,Animation, Adventure, Comedy
1356,tt0400717,Animation, Adventure, Comedy
1357,tt0429591,Comedy, Family, Fantasy
1358,tt0482629,Drama, Family, Romance
1359,tt0413895,Adventure, Comedy, Family
1360,tt0437800,Drama, Family,None
1361,tt0482546,Biography, Drama, Romance
1362,tt0758794,Drama, Sport,None
1363,tt0472160,Comedy, Fantasy, Romance
1364,tt0414853,Animation, Adventure, Comedy
1365,tt0344854,Animation, Adventure, Comedy
1366,tt0385726,Biography, Drama, Sport
1367,tt0790604,Comedy, Family,None
1368,tt0381971,Animation, Adventure, Comedy
1369,tt0452681,Adventure, Comedy, Family
1370,tt0462346,Comedy, Family,None
1371,tt0805526,Drama, Fantasy, Sport
1372,tt0457495,Action, Adventure, Family
1373,tt0405469,Animation, Adventure, Comedy
1374,tt0429589,Animation, Adventure, Comedy
1375,tt0455499,Adventure, Comedy, Family
1376,tt0762121,Adventure, Drama, Family
1377,tt0430431,Biography, Drama, History
1378,tt0454776,Biography, Drama, History
1379,tt0453494,Adventure, Comedy, Family
1380,tt0497116,Documentary,None,None
1381,tt0488658,Adventure, Comedy, Family
1382,tt0430779,Animation, Adventure, Comedy
1383,tt0393735,Comedy, Family, Fantasy
1384,tt0434215,Adventure, Drama, Family
1385,tt0763304,Animation, Adventure, Comedy
1386,tt0469263,Adventure, Drama, Sci-Fi
1387,tt0450972,Drama, Comedy, Romance
1388,tt0430674,Adventure, Drama, Family
1389,tt0385988,Adventure, Family, Musical
1390,tt0308353,Animation, Adventure, Comedy
1391,tt0398842,Adventure, Drama,None
1392,tt0433412,Comedy, Family, Romance
1393,tt0439123,Animation, Adventure, Family
1394,tt0850667,Drama,None,None
1395,tt0820142,Animation, Adventure, Family
1396,tt0991150,Comedy, Crime, Family
1397,tt0460766,Documentary, History, Sport
1398,tt0499596,Documentary, Drama,None
1399,tt0487195,Comedy, Drama,None
1400,tt0381111,Adventure, Family, Fantasy
1401,tt0464061,Comedy, Drama, Romance
1402,tt0489037,Documentary,None,None
1403,tt0489682,Adventure, Drama,None
1404,tt0301555,Documentary,None,None
1405,tt0785025,Drama, Family, Western
1406,tt0420835,Drama, Family,None
1407,tt0472175,Drama, Family,None
1408,tt0499537,Comedy, Drama, Sport
1409,tt0419491,Drama, Sport,None
