,Comedy,Adventure,Drama,Action,Animation,Documentary,Biography,Family,Crime,Fantasy,Musical,Horror,Western,Sci-Fi,Romance,History,Mystery,Thriller,Sport,News,Music
1138,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1886,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2396,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1289,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2510,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1114,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3236,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2339,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
997,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2364,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
765,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3877,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1450,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1080,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2414,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2377,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3761,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3220,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
697,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1896,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1037,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3081,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3176,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3800,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3545,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
695,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3305,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1067,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
282,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2513,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3737,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1258,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1611,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2471,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3074,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2257,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3848,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
942,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3784,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1590,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3357,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1979,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1566,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
651,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3263,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
962,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
945,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3048,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1251,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3611,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3197,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
407,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1627,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1419,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3697,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2752,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
78,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
944,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
199,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1656,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1564,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3719,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1723,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2812,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3860,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2369,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
464,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1425,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2374,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3045,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1431,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
421,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1391,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1905,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2994,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3270,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3258,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
