,index,id,image,title,description,runtimeStr,genres,genreList,contentRating,imDbRating,imDbRatingVotes,metacriticRating,plot,stars,starList,Genre_1,Genre_2,Genre_3
446,454,tt0114534,https://m.media-amazon.com/images/M/MV5BMDZiNjE1MjUtOGY1OS00NzM2LTkyMWItNjdjZmY0NTE2OTFmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_Ratio0.6763_AL_.jpg,The Stars Fell on Henrietta,1995,109 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,6.4,839,,A story of desperate search for oil.,,[],Drama,,
447,455,tt0114210,https://m.media-amazon.com/images/M/MV5BZjlkYTg1NTgtZDJiMC00ODZlLTkwMDktYTU2ODVkNTkzODA1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_Ratio0.6763_AL_.jpg,A Pyromaniac's Love Story,1995,94 mins,"Comedy, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Romance', 'value': 'Romance'}]",PG,5.3,1112,,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio (John Leguizamo) is offered a bribe in exchange for taking the blame for the fire that destroyed his workplace. Garet (William Baldwin), the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie (Sadie Frost) and Stephanie (Erika Eleniak).",,[],Comedy, Romance,
448,456,tt0114039,https://m.media-amazon.com/images/M/MV5BY2VmOWI4MzMtZmExYy00ZjNhLTk1Y2YtN2Q2ODkwMWViNDNkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_Ratio0.6860_AL_.jpg,Once Upon a Time... When We Were Colored,1995,115 mins,"Drama, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",PG,7.4,559,,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,,[],Drama, Romance,
449,457,tt0114752,https://m.media-amazon.com/images/M/MV5BMTU0NTgzNTAxMV5BMl5BanBnXkFtZTcwMDEzNzIzMQ@@._V1_Ratio0.7343_AL_.jpg,Two-Bits & Pepper,1995,89 mins,"Adventure, Comedy, Drama","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}]",PG,4,506,,"When bumbling look-alike criminal brothers Zike and Spider, kidnap best friends Katie and Tyler, the two girls must use their smarts and few booby traps to try and escape their captors. But not without the help from a pony named Two-Bits and a horse named Pepper -- who must come to the girls' rescue.",,[],Adventure, Comedy, Drama
450,458,tt0112373,https://m.media-amazon.com/images/M/MV5BNGZjNzg2MzMtNzJiZi00YTMxLWEwNGMtZGI0ODBiN2RmMGRiXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_Ratio0.6763_AL_.jpg,Anne Frank Remembered,1995,117 mins,"Documentary, Biography, War","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Biography', 'value': 'Biography'}, {'key': 'War', 'value': 'War'}]",PG,8.1,1282,,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",,[],Documentary, Biography, War
451,459,tt0105298,https://m.media-amazon.com/images/M/MV5BMjI4MDUzNDY3N15BMl5BanBnXkFtZTcwNDE0NDcxNA@@._V1_Ratio0.7053_AL_.jpg,Running Wild,1995,94 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,5.5,408,,A filmmaker determines to document the story of a conservationist who is struggling to save wild leopards in Africa from extinction.,,[],Drama,,
452,460,tt0112575,https://m.media-amazon.com/images/M/MV5BMDU2NmRjNzItZmViZi00Njc4LTk4NmItNjhiN2EzODdmNTMyXkEyXkFqcGdeQXVyOTM1MDU0NDY@._V1_Ratio0.7536_AL_.jpg,Breaking Free,1995,106 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,6.4,346,,"When troubled, cynical teen Rick chooses service at a camp for the blind over serving time at a correctional facility, he thinks he's found the easy way out. Instead, it's the way to a new life. Friendship. Step by step, as Rick helps a blinded Gymnast rediscover the joys of competition through equestrian show jumping, they begin to take control of the most important journey of all... a journey called life.",,[],Drama,,
453,461,tt0113104,https://m.media-amazon.com/images/M/MV5BMzc5M2NkNTYtNDg3NS00NTQ1LWJjMzYtZjhmMGI1NzkzNGY0XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_Ratio0.6860_AL_.jpg,Frank and Ollie,1995,89 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.6,1064,,"A study of the personal and professional relationship of Disney animators Frank Thomas and Ollie Johnston, who started at the studio in the 1930s and worked on 23 films together.",,[],Documentary,,
454,462,tt0112716,https://m.media-amazon.com/images/M/MV5BMTgxMzA1NTMxMF5BMl5BanBnXkFtZTYwMzQ3MTk4._V1_Ratio0.7150_AL_.jpg,The Convent,1995,90 mins,"Drama, Mystery","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Mystery', 'value': 'Mystery'}]",PG,5.9,1064,,"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England.",,[],Drama, Mystery,
455,463,tt0114727,https://m.media-amazon.com/images/M/MV5BMTQwNTYzMzIxOF5BMl5BanBnXkFtZTcwMjQxMzgzMQ@@._V1_Ratio1.0048_AL_.jpg,Trinità & Bambino... e adesso tocca a noi!,1995,105 mins,Western,"[{'key': 'Western', 'value': 'Western'}]",PG,5,191,,The Trinity legend continues when the sons of Trinity and Bambino head out on the road to continue the legendary hijinks of their fathers.,,[],Western,,
456,464,tt0113105,https://m.media-amazon.com/images/M/MV5BMTI5Nzk4NTk1NV5BMl5BanBnXkFtZTcwMTE3MjkxMQ@@._V1_Ratio0.6763_AL_.jpg,Monster Mash: The Movie,1995,82 mins,"Comedy, Horror, Musical","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Horror', 'value': 'Horror'}, {'key': 'Musical', 'value': 'Musical'}]",PG,3.9,254,,Two teenagers get trapped in a house with Dr. Frankenstein who wants to transfer one of their brains to his creature.,,[],Comedy, Horror, Musical
457,465,tt0114349,https://m.media-amazon.com/images/M/MV5BMTQ3MjMwMzM1OF5BMl5BanBnXkFtZTcwMjU5MzQyMQ@@._V1_Ratio0.6957_AL_.jpg,The Real Shlemiel,1995,77 mins,"Animation, Family, Comedy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Comedy', 'value': 'Comedy'}]",G,5.1,180,,"When God distributed wiseness and foolishness through a newly created world, one of the cherubs accidentally dropped all the foolishness on a tiny village called Chelm. So everyone in the village is very dumb. Recently orphaned boy Aaron and his friendly goat Zlateh live there with Aaron's uncle Shlemiel. When an evil sorcerer and his monster attack the village, Aaron and Zlateh have to defend it themselves.",,[],Animation, Family, Comedy
458,466,tt0113200,https://m.media-amazon.com/images/M/MV5BOTdkOGMzN2EtM2JkYi00YTNjLTlhNjAtYjVkZWRjYWVmNjI5XkEyXkFqcGdeQXVyNjU4NzAyNjg@._V1_Ratio0.6763_AL_.jpg,Gospa,1995,125 mins,"Drama, History","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'History', 'value': 'History'}]",PG,3.9,447,,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.",,[],Drama, History,
459,467,tt0109271,https://m.media-amazon.com/images/M/MV5BMjIxMTY5NTY0OV5BMl5BanBnXkFtZTgwOTc3ODk1MDE@._V1_Ratio0.7729_AL_.jpg,Bigfoot: The Unforgettable Encounter,1995,88 mins,"Adventure, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",PG,4,346,,"An 11 year old boy, an age old legend, a life long friendship.",,[],Adventure, Family,
460,468,tt6590506,https://m.media-amazon.com/images/M/MV5BYmIzY2Q5NDQtNTA0Mi00ZWUwLTg5YjgtYjcyY2Q5NDA3YzhjXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_Ratio0.7536_AL_.jpg,Apollo 13,1995,49 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,8,64,,"This is not a dramatization. It is the true story with real historical footage of how all sectors of NASA--including astronauts in the Apollo 13 spacecraft as well as backup astronauts on the ground, electrical and environmental and computer engineers and flight and simulations directors--and even employees of aerospace companies such as Boeing who made components used in the mission--were able to overcome an unforeseen and catastrophic explosion of one of 2 oxygen tanks in the service module due to a short circuit that also ripped open the other oxygen tank. Despite years of intense and comprehensive simulations of possible malfunctions, this extreme failure of oxygen storage and the electrical system seemed at first to signal impending death for the 3 astronauts. By moving into the Lunar module, shutting down most normal functions, and a variety of ingenious technical fixes originating from the combined mental and computational power of thousands of NASA and other staff, these astronauts were barely able to make a safe landing back on Earth before running out of oxygen and freezing to death.",,[],Documentary,,
461,469,tt0113992,https://m.media-amazon.com/images/M/MV5BMjE3Nzg0MzYyMV5BMl5BanBnXkFtZTcwMTQwNDYyMQ@@._V1_Ratio0.6957_AL_.jpg,No te mueras sin decirme adónde vas,1995,120 mins,"Drama, Fantasy, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Fantasy', 'value': 'Fantasy'}, {'key': 'Romance', 'value': 'Romance'}]",PG,7,868,,It is the fantastic story of a couple that has the chance to live for centuries loving one another because of various reincarnations.,,[],Drama, Fantasy, Romance
462,470,tt0117669,https://m.media-amazon.com/images/M/MV5BMTY4OTkxNDg3OF5BMl5BanBnXkFtZTcwNDQwODUxMQ@@._V1_Ratio0.6763_AL_.jpg,Small Wonders,1995,77 mins,"Documentary, Biography, Music","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Biography', 'value': 'Biography'}, {'key': 'Music', 'value': 'Music'}]",G,7.5,172,,"A dedicated music teacher in East Harlem instructs a gaggle of underprivileged children in the art of the violin. In the climax, they play Carnegie Hall with some of the world's foremost fiddlers.",,[],Documentary, Biography, Music
463,471,tt0112286,https://m.media-amazon.com/images/M/MV5BOTIwMzk1MDc1MF5BMl5BanBnXkFtZTcwMTEzNDkyMQ@@._V1_Ratio1.0048_AL_.jpg,Across the Sea of Time,1995,51 mins,"Adventure, Drama, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",G,6.4,309,,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.",,[],Adventure, Drama, Family
464,472,tt0113624,https://m.media-amazon.com/images/M/MV5BODg5MWYwNGUtOGFmNy00NTljLWI5ZjAtZjQ3Nzc2NjIyODc1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_Ratio0.6860_AL_.jpg,Leapin' Leprechauns!,1995,84 mins,"Family, Fantasy, Horror","[{'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}, {'key': 'Horror', 'value': 'Horror'}]",PG,4.6,283,,A man tries to build a theme park on top of land that's secretly the home to friendly Leprechauns.,,[],Family, Fantasy, Horror
465,473,tt0114040,https://m.media-amazon.com/images/M/MV5BZWI3ZmRiZjktYzRiZi00ZDRlLWI0OWQtMGZjOTEwYTU3YTEwXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_Ratio0.6957_AL_.jpg,Once in a Blue Moon,1995,96 mins,"Family, Adventure, Fantasy","[{'key': 'Family', 'value': 'Family'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,5.8,180,,"Late-1960s suburban Canadian children work on building a rocket vessel, with the intention of delivering one or two neighborhood children to the moon, whilst dealing with social issues of the coming-of-age, orphan-hood and family veins.",,[],Family, Adventure, Fantasy
466,474,tt0111269,https://m.media-amazon.com/images/M/MV5BMTc1MzkwOTI1MF5BMl5BanBnXkFtZTcwODExMzgzMQ@@._V1_Ratio1.0048_AL_.jpg,The Knickerbocker Gang: The Talking Grave,1995,90 mins,"Family, Mystery","[{'key': 'Family', 'value': 'Family'}, {'key': 'Mystery', 'value': 'Mystery'}]",PG,4.7,64,,"Get set for the adventure of a lifetime when a ""dare"" leads four curious kids into a hair-raising investigation. While four friends meet at an old cemetery, they stumble over the grave of a famous magician. Things soon turn spooky as they're haunted by a cloaked stranger and mysterious voices begin erupting from the magician's grave. When they discover a magnificent stolen diamond, the ""Snoopers"" embark on a wild chase with non-stop surprises in this fun tale that the whole family will enjoy.",,[],Family, Mystery,
467,475,tt0244216,https://m.media-amazon.com/images/M/MV5BMTQ4MTY1MzcxOV5BMl5BanBnXkFtZTgwMTM0OTk1MDE@._V1_Ratio0.6763_AL_.jpg,Smoke n Lightnin,1995,82 mins,"Action, Comedy, Crime","[{'key': 'Action', 'value': 'Action'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Crime', 'value': 'Crime'}]",PG,2.9,145,,"Two Miami car mechanics borrow a luxury car for a night, unaware that it contains classified documents",,[],Action, Comedy, Crime
468,476,tt0113669,https://m.media-amazon.com/images/M/MV5BZmM0YTc3MGYtNDEwZS00ZjcyLWFmMWUtNDAxOTU4M2RjYmZmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_Ratio0.6763_AL_.jpg,The Little Patriot,1995,90 mins,"Family, Adventure","[{'key': 'Family', 'value': 'Family'}, {'key': 'Adventure', 'value': 'Adventure'}]",PG,4.2,126,,"Join in one boy's heroic adventure as he fights in the struggle for freedom on the American frontier. James Todd is a young boy growing up in the hostile American wilderness-a rugged and dangerous land also inhabited by the American Indians. His peaceful life is shattered when the treacherous British troops suddenly storm through the countryside in an attempt to crush the American Revolution. During the battle for freedom, James is ruthlessly captured and held prisoner in the enemy fort by the brutal Major Smythe. But his bravery seems without limits as an unlikely and legendary alliance is forged with the neighboring Indians in a bold and fearless rescue effort. It is a rugged and wondrous adventure which culminates as the fortress is infiltrated and James narrowly escapes to lead the spirited fight against the British Red Coats.",,[],Family, Adventure,
469,477,tt0112627,https://m.media-amazon.com/images/M/MV5BMjE0NzExOTQ4NV5BMl5BanBnXkFtZTcwOTQ4MjYzMQ@@._V1_Ratio0.6763_AL_.jpg,Captiva Island,1995,85 mins,"Family, Comedy, Drama","[{'key': 'Family', 'value': 'Family'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}]",PG,5.8,93,,"While vacationing on Captiva Island, Florida with his parents, a teen, gloomy about his future, finds love and friendship when he meats a cute girl and 3 kooky pensioners with passion for life and crazy schemes.",,[],Family, Comedy, Drama
470,478,tt0219172,https://m.media-amazon.com/images/M/MV5BMjE2ZDAxODktNmEyYy00ZDlkLTk0NWEtODlhYTc0NGJiMDExXkEyXkFqcGdeQXVyMTA2NDgyNA@@._V1_Ratio0.7053_AL_.jpg,Mecánica Mexicana,1995,86 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,5.6,17,,"Una empresa trasnacional planea instalar talleres mecánicos en todo el mundo y capacita a sus empleados mediante clases de inglés, aerobics y cambiando su dieta, pero ellos imponen su estilo con tortillas, chile y cerveza.",,[],Comedy,,
471,479,tt0123177,https://m.media-amazon.com/images/M/MV5BZjc3ZjZjY2EtNTFiNy00MDA0LTg2YzItMWU0MTQxYWQxNzAwXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_Ratio0.7150_AL_.jpg,Morena,1995,90 mins,"Comedy, Drama, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",PG,6,27,,"Carlos descubre que su esposa le es infiel y se dedica a desarrollar un nuevo invento, una máquina para alimentar perros impulsada por energía solar, a la que denomina Morena.",,[],Comedy, Drama, Romance
472,480,tt0308565,https://m.media-amazon.com/images/M/MV5BZTMzYTNkMTktMTRhMC00YmMxLTlmZmItZmVkZTY1Yzk4NTRkXkEyXkFqcGdeQXVyMzM0ODU2ODU@._V1_Ratio0.6860_AL_.jpg,Me tengo que casar/Papá soltero,1995,98 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,4.7,17,,"Un padre tiene previsto ver a su hija casarse, pero su novio no es lo que esperaban y cambian los preparativos. Su hijo mayor decide ir al altar, pero todo cambia de nuevo y es el padre quien termina por casarse.",,[],Comedy,,
473,481,tt0283614,https://m.media-amazon.com/images/M/MV5BMzlkNmU5NjctYzliYy00YjgxLWE0ZDAtNzljNWVkOGQ4MDExXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_Ratio0.7053_AL_.jpg,The Street Corner Kids: The Sequel,1995,83 mins,Family,"[{'key': 'Family', 'value': 'Family'}]",G,6,11,,A group of children in the town of Elmira attempt to convince a local bigwig to keep open the factory he has decided to shut down. The kinds actions restore the businessman's faith in the community he had soured on.,,[],Family,,
474,482,tt0442976,https://m.media-amazon.com/images/M/MV5BOTk0YWNkODAtMzk0OC00NjRjLWE0MjMtMzAyODAxMTdkZGMzXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_Ratio0.7246_AL_.jpg,Embrujo de rock,1995,99 mins,"Comedy, Family, Fantasy","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,5.1,9,,"En el país de las brujas, una joven está por graduarse y la directora del colegio le impone la prueba de que conceda tres deseos a un hombre común. La joven bruja conoce a un rockanrolero a quien le concederá los tres deseos.",,[],Comedy, Family, Fantasy
475,483,tt0371163,https://m.media-amazon.com/images/M/MV5BMTg3NGFhYzgtNGIyNi00OWU4LWFhN2MtYWViMmRjMzdkOTBhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_Ratio0.7536_AL_.jpg,Salto al vacío,1995,97 mins,"Action, Crime, Thriller","[{'key': 'Action', 'value': 'Action'}, {'key': 'Crime', 'value': 'Crime'}, {'key': 'Thriller', 'value': 'Thriller'}]",PG,6.3,8,,"Dos compañeros de crímenes asaltan un carro blindado, lo que lleva a conflictos y tragedia entre ellos.",,[],Action, Crime, Thriller
476,484,tt0310978,https://m.media-amazon.com/images/M/MV5BMWUwMWZlZDItMDU5MC00NzUzLTkyYjgtYWNhZmJmNDNmZGRkXkEyXkFqcGdeQXVyMTQ1Mjc2Njg@._V1_Ratio0.6763_AL_.jpg,Dark Passage to Wan,1995,60 mins,,[],G,0,0,,,,[],,,
477,485,tt0114409,https://m.media-amazon.com/images/M/MV5BMGQzYmVlZDctNGFiNy00MmQ0LWJkM2MtMWY5YmM0ZmYyNTVhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_Ratio0.7536_AL_.jpg,Shakuhachi,1995,60 mins,,[],G,0,0,,"Shakuhachi - the Japanese flute has a very relaxing & haunting sound, perfect for deep relaxation, meditation & contemplation. The shakuhachi, featured in this video, is played solo & blended with calm, soothing oceanwaves in the background, to enhance the calm, relaxed feeling.",,[],,,
478,486,tt0117008,https://m.media-amazon.com/images/M/MV5BMWE2YTBhYzItZDAxZS00Mjc3LWIxNmYtMzljZjIxMGE1NmY2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6763_AL_.jpg,Matilda,1996,102 mins,"Comedy, Family, Fantasy","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,7,171416,72,"A girl gifted with a keen intellect and psychic powers uses both to deal with her crude, distant family and free her kind teacher from their sadistic headmistress.",,[],Comedy, Family, Fantasy
479,487,tt0116705,https://m.media-amazon.com/images/M/MV5BMmJlYzViNzctMjQ1Ni00ZWQ4LThkN2YtMzI2ZGU5Nzk0NTAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,Jingle All the Way,1996,89 mins,"Adventure, Comedy, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",PG,5.7,115307,34,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",,[],Adventure, Comedy, Family
480,488,tt0116313,https://m.media-amazon.com/images/M/MV5BOTUxMDkzMTItMzAxMC00MWY5LTk1N2ItMTEzOTRmZDYzOTE4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_Ratio0.6763_AL_.jpg,The First Wives Club,1996,103 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,6.4,53381,58,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",,[],Comedy,,
481,489,tt0117705,https://m.media-amazon.com/images/M/MV5BYjA3ZmMwNTUtNGM2Ni00YjUyLWE5ZDYtY2Y4YzhmYzlhYWI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6763_AL_.jpg,Space Jam,1996,88 mins,"Animation, Adventure, Comedy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",PG,6.5,210489,57,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",,[],Animation, Adventure, Comedy
482,490,tt0115433,https://m.media-amazon.com/images/M/MV5BMGI2NTQ2N2EtNDExMS00OWM2LTkzZWItZGUzY2M2MDFjODk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,101 Dalmatians,1996,103 mins,"Adventure, Comedy, Crime","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Crime', 'value': 'Crime'}]",G,5.7,116450,50,An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.,,[],Adventure, Comedy, Crime
483,491,tt0116583,https://m.media-amazon.com/images/M/MV5BZmYxNjE2M2UtYzJhOC00MzVlLWJhM2ItYzkzZWJkZWFhNTE1L2ltYWdlXkEyXkFqcGdeQXVyMzMyODMwMTI@._V1_Ratio0.6763_AL_.jpg,The Hunchback of Notre Dame,1996,91 mins,"Animation, Drama, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",G,7,169342,74,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",,[],Animation, Drama, Family
484,492,tt0117887,https://m.media-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,That Thing You Do!,1996,108 mins,"Comedy, Drama, Music","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Music', 'value': 'Music'}]",PG,7,72928,71,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",,[],Comedy, Drama, Music
485,493,tt0116191,https://m.media-amazon.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_Ratio0.6860_AL_.jpg,Emma,1996,120 mins,"Comedy, Drama, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",PG,6.6,41177,66,"While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",,[],Comedy, Drama, Romance
486,494,tt0116683,https://m.media-amazon.com/images/M/MV5BMTNkNWIwNGUtNTJlOC00NDU3LTk0NWEtNjNjNDM4NzRiNThkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6860_AL_.jpg,James and the Giant Peach,1996,79 mins,"Animation, Adventure, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",PG,6.7,73251,78,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",,[],Animation, Adventure, Family
487,495,tt0116000,https://m.media-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,D3: The Mighty Ducks,1996,104 mins,"Action, Comedy, Drama","[{'key': 'Action', 'value': 'Action'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}]",PG,5.5,28342,,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",,[],Action, Comedy, Drama
488,496,tt0117110,https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_Ratio0.6763_AL_.jpg,Muppet Treasure Island,1996,99 mins,"Action, Adventure, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",G,6.9,26220,64,"The Muppets set sail in search of treasure, with Jim Hawkins and Long John Silver.",,[],Action, Adventure, Comedy
489,497,tt0117333,https://m.media-amazon.com/images/M/MV5BMjAwMDA2NzEyMl5BMl5BanBnXkFtZTgwNTA2MjgxMTE@._V1_Ratio0.6763_AL_.jpg,Phenomenon,1996,123 mins,"Drama, Fantasy, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Fantasy', 'value': 'Fantasy'}, {'key': 'Romance', 'value': 'Romance'}]",PG,6.4,83027,41,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",,[],Drama, Fantasy, Romance
490,498,tt0116756,https://m.media-amazon.com/images/M/MV5BYzhiNzUyOGQtYjI5OC00NmYxLTgyNmMtMGM3N2U0OWJmNDhiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_Ratio0.6763_AL_.jpg,Kazaam,1996,93 mins,"Comedy, Family, Fantasy","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,3.1,25487,24,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",,[],Comedy, Family, Fantasy
491,499,tt0116329,https://m.media-amazon.com/images/M/MV5BYjQyMzFhYTItODYxYy00MDNmLTgyOGEtNGRmZTg5YzhlNjEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6763_AL_.jpg,Fly Away Home,1996,107 mins,"Adventure, Drama, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",PG,6.9,26885,77,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,,[],Adventure, Drama, Family
